---
料理
料理-中間素材
オリハルコン ファルカタ,1,鍛冶,鍛冶_57.0,オリハルコンインゴットx5/木の幹/動物のなめし革,※要レシピ(古文書解読)
カッパー グレート アックス,1,鍛冶,鍛冶_55.0,カッパーインゴットx7/動物のなめし革/木の板材x2
ブロンズ グレート アックス,1,鍛冶,鍛冶_56.0,ブロンズインゴットx7/動物のなめし革/木の板材x2
アイアン グレート アックス,1,鍛冶,鍛冶_57.0,アイアンインゴットx7/動物のなめし革/木の板材x2
スチール グレート アックス,1,鍛冶,鍛冶_58.0,スチールインゴットx7/動物のなめし革/木の板材x2
シルバー グレート アックス,1,鍛冶,鍛冶_59.0,シルバーインゴットx7/動物のなめし革/木の板材x2
ゴールド グレート アックス,1,鍛冶,鍛冶_60.0,ゴールドインゴットx7/動物のなめし革/木の板材x2
ミスリル グレート アックス,1,鍛冶,鍛冶_61.0,ミスリルインゴットx7/動物のなめし革/木の板材x2
オリハルコン グレート アックス,1,鍛冶,鍛冶_62.0,オリハルコンインゴットx7/動物のなめし革/木の板材x2
レフト グレート ソード,1,鍛冶,鍛冶_58.0,カッパーインゴット/木の幹/動物のなめし革/アルミニウムx5
ライト グレート ソード,1,鍛冶,鍛冶_58.0,カッパーインゴット/木の幹/動物のなめし革/アルミニウムx5
レフト ファルカタ,1,鍛冶,鍛冶_58.0,アイアンインゴットx5/木の幹/動物のなめし革,※要レシピ(古文書解読)
カッパー ロング ソード,1,鍛冶,鍛冶_60.0,カッパーインゴットx7/動物のなめし革x2/木の幹
ブロンズ ロング ソード,1,鍛冶,鍛冶_61.0,ブロンズインゴットx7/動物のなめし革x2/木の幹
アイアン ロング ソード,1,鍛冶,鍛冶_62.0,アイアンインゴットx7/動物のなめし革x2/木の幹
スチール ロング ソード,1,鍛冶,鍛冶_63.0,スチールインゴットx7/動物のなめし革x2/木の幹
シルバー ロング ソード,1,鍛冶,鍛冶_64.0,シルバーインゴットx7/動物のなめし革x2/木の幹
ゴールド ロング ソード,1,鍛冶,鍛冶_65.0,ゴールドインゴットx7/動物のなめし革x2/木の幹
ミスリル ロング ソード,1,鍛冶,鍛冶_66.0,ミスリルインゴットx7/動物のなめし革x2/木の幹
オリハルコン ロング ソード,1,鍛冶,鍛冶_67.0,オリハルコンインゴットx7/動物のなめし革x2/木の幹
クナイ,1,鍛冶,鍛冶_61.0,スチールインゴットx4/合成繊維シート/木の幹/ソウル オブ ヤマト
マジカル フィニュ ソード,1,鍛冶,鍛冶_70.0,アイアンインゴットx2/ゴールドインゴットx2/愛の珠/シルクの布束x2/ストラップx2/ピュア ノア キューブx10,※要レシピ/<a href='http://moewiki.usamimi.info/index.php?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#recipe' target='_blank'>魔法少女フィニュを救え！</a>
カッパー サイス,1,鍛冶,鍛冶_70.0,カッパーインゴットx6/動物のなめし革/木の幹x5
ブロンズ サイス,1,鍛冶,鍛冶_71.0,ブロンズインゴットx6/動物のなめし革/木の幹x5
アイアン サイス,1,鍛冶,鍛冶_72.0,アイアンインゴットx6/動物のなめし革/木の幹x5
スチール サイス,1,鍛冶,鍛冶_73.0,スチールインゴットx6/動物のなめし革/木の幹x5
シルバー サイス,1,鍛冶,鍛冶_74.0,シルバーインゴットx6/動物のなめし革/木の幹x5
ゴールド サイス,1,鍛冶,鍛冶_75.0,ゴールドインゴットx6/動物のなめし革/木の幹x5
ミスリル サイス,1,鍛冶,鍛冶_76.0,ミスリルインゴットx6/動物のなめし革/木の幹x5
オリハルコン サイス,1,鍛冶,鍛冶_77.0,オリハルコンインゴットx6/動物のなめし革/木の幹x5
乾坤圏,1,鍛冶,鍛冶_71.0,スチールインゴットx6/ゴールドインゴットx2/ソウル オブ シルクロード/合成繊維シート/動物のなめし革
カッパー バトル アックス,1,鍛冶,鍛冶_75.0,カッパーインゴットx9/動物のなめし革/木の板材x2
ブロンズ バトル アックス,1,鍛冶,鍛冶_76.0,ブロンズインゴットx9/動物のなめし革/木の板材x2
アイアン バトル アックス,1,鍛冶,鍛冶_77.0,アイアンインゴットx9/動物のなめし革/木の板材x2
スチール バトル アックス,1,鍛冶,鍛冶_78.0,スチールインゴットx9/動物のなめし革/木の板材x2
シルバー バトル アックス,1,鍛冶,鍛冶_79.0,シルバーインゴットx9/動物のなめし革/木の板材x2
ゴールド バトル アックス,1,鍛冶,鍛冶_80.0,ゴールドインゴットx9/動物のなめし革/木の板材x2
ミスリル バトル アックス,1,鍛冶,鍛冶_81.0,ミスリルインゴットx9/動物のなめし革/木の板材x2
オリハルコン バトル アックス,1,鍛冶,鍛冶_82.0,オリハルコンインゴットx9/動物のなめし革/木の板材x2
カッパー カタナ,1,鍛冶,鍛冶_80.0,カッパーインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
ブロンズ カタナ,1,鍛冶,鍛冶_81.0,ブロンズインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
アイアン カタナ,1,鍛冶,鍛冶_82.0,アイアンインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
スチール カタナ,1,鍛冶,鍛冶_83.0,スチールインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
シルバー カタナ,1,鍛冶,鍛冶_84.0,シルバーインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
ゴールド カタナ,1,鍛冶,鍛冶_85.0,ゴールドインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
ミスリル カタナ,1,鍛冶,鍛冶_86.0,ミスリルインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
オリハルコン カタナ,1,鍛冶,鍛冶_87.0,オリハルコンインゴットx8/動物のなめし革/木の幹/ソウル オブ ヤマト
ソード オブ ガントレット レフト,1,鍛冶,鍛冶_80.0,スチールインゴットx3/ゴールドインゴット/合成繊維シート/鉄の棒/ガラス板x5,※要レシピ(錬金の森Light)
ソード オブ ガントレット ライト,1,鍛冶,鍛冶_80.0,スチールインゴットx3/ゴールドインゴット/合成繊維シート/鉄の棒/ガラス板x5,※要レシピ(錬金の森Light)
スナップ ブレード ライト,1,鍛冶,鍛冶_80.0,超硬質スチール
スナップ ブレード レフト,1,鍛冶,鍛冶_80.0,超硬質スチール
ムサシ,1,鍛冶,鍛冶_81.0,ミスリルインゴットx6/合成繊維シート/トレントの丸太/ソウル オブ ヤマト
カッパー チョッパー,1,鍛冶,鍛冶_85.0,カッパーインゴットx12/動物のなめし革/木の幹
ブロンズ チョッパー,1,鍛冶,鍛冶_86.0,ブロンズインゴットx12/動物のなめし革/木の幹
アイアン チョッパー,1,鍛冶,鍛冶_87.0,アイアンインゴットx12/動物のなめし革/木の幹
スチール チョッパー,1,鍛冶,鍛冶_88.0,スチールインゴットx12/動物のなめし革/木の幹
シルバー チョッパー,1,鍛冶,鍛冶_89.0,シルバーインゴットx12/動物のなめし革/木の幹
ゴールド チョッパー,1,鍛冶,鍛冶_90.0,ゴールドインゴットx12/動物のなめし革/木の幹
ミスリル チョッパー,1,鍛冶,鍛冶_91.0,ミスリルインゴットx12/動物のなめし革/木の幹
オリハルコン チョッパー,1,鍛冶,鍛冶_92.0,オリハルコンインゴットx12/動物のなめし革/木の幹
チェイン ソード,1,鍛冶,鍛冶_85.0,スチールインゴットx10/木の幹x2/動物のなめし革x2/鋼鉄の鎖x2,※要レシピ(鍛冶屋の親父の死)
カッパー エルアン ソード,1,鍛冶,鍛冶_85.0,カッパーインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
ブロンズ エルアン ソード,1,鍛冶,鍛冶_86.0,ブロンズインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
アイアン エルアン ソード,1,鍛冶,鍛冶_87.0,アイアンインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
スチール エルアン ソード,1,鍛冶,鍛冶_88.0,スチールインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
シルバー エルアン ソード,1,鍛冶,鍛冶_89.0,シルバーインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
ゴールド エルアン ソード,1,鍛冶,鍛冶_90.0,ゴールドインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
ミスリル エルアン ソード,1,鍛冶,鍛冶_91.0,ミスリルインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
オリハルコン エルアン ソード,1,鍛冶,鍛冶_92.0,オリハルコンインゴットx9/ゴールドインゴット/合成繊維シート,※要レシピ (古文書解読)
カッパー クレセント アックス,1,鍛冶,鍛冶_90.0,カッパーインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
ブロンズ クレセント アックス,1,鍛冶,鍛冶_91.0,ブロンズインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
アイアン クレセント アックス,1,鍛冶,鍛冶_92.0,アイアンインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
スチール クレセント アックス,1,鍛冶,鍛冶_93.0,スチールインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
シルバー クレセント アックス,1,鍛冶,鍛冶_94.0,シルバーインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
ゴールド クレセント アックス,1,鍛冶,鍛冶_95.0,ゴールドインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
ミスリル クレセント アックス,1,鍛冶,鍛冶_96.0,ミスリルインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
オリハルコン クレセント アックス,1,鍛冶,鍛冶_97.0,オリハルコンインゴットx9/鉄の棒x5/合成繊維シート/アイアンインゴットx2,※要レシピ (古文書解読)
カッパー ツヴァイハンダー,1,鍛冶,鍛冶_90.0,カッパーインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
ブロンズ ツヴァイハンダー,1,鍛冶,鍛冶_91.0,ブロンズインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
アイアン ツヴァイハンダー,1,鍛冶,鍛冶_92.0,アイアンインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
スチール ツヴァイハンダー,1,鍛冶,鍛冶_93.0,スチールインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
シルバー ツヴァイハンダー,1,鍛冶,鍛冶_94.0,シルバーインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
ゴールド ツヴァイハンダー,1,鍛冶,鍛冶_95.0,ゴールドインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
ミスリル ツヴァイハンダー,1,鍛冶,鍛冶_96.0,ミスリルインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
オリハルコン ツヴァイハンダー,1,鍛冶,鍛冶_97.0,オリハルコンインゴットx12/木の幹/合成繊維シート/フラックス ヤーン,※要レシピ (鍛冶屋の親父の死)
レヴァナント サイス,1,鍛冶,鍛冶_90.0,スチールインゴットx14/鉄の棒x6/合成繊維シート,※要レシピ (鍛冶屋の親父の死)
虎徹,1,鍛冶,鍛冶_91.0,玉鋼/動物のなめし革/木の幹/ソウル オブ ヤマト,※要レシピ(地下水路・ヘテラDrop)
名刀 唐揚げ,1,鍛冶,鍛冶_91.0,玉鋼/動物のなめし革x2/ソウル オブ ヤマト/木の幹x2
ソード オブ インフェルノ,1,鍛冶,鍛冶_95.0,シルバー エルアン ソード/紅玉の宝珠
ＳＧＫ ウェポン,1,鍛冶,鍛冶_100.0,ＳＧＫ カッター/ＳＧＫ ドリル/ＳＧＫ ナックル,※要レシピ(ChaosAge火の門報酬)
鍛冶-武器-槍
カッパー ダガー,1,鍛冶,鍛冶_0.0,カッパーインゴット/コットンの布束
ブロンズ ダガー,1,鍛冶,鍛冶_1.0,ブロンズインゴット/コットンの布束
アイアン ダガー,1,鍛冶,鍛冶_2.0,アイアンインゴット/コットンの布束
スチール ダガー,1,鍛冶,鍛冶_3.0,スチールインゴット/コットンの布束
シルバー ダガー,1,鍛冶,鍛冶_4.0,シルバーインゴット/コットンの布束
ゴールド ダガー,1,鍛冶,鍛冶_5.0,ゴールドインゴット/コットンの布束
ミスリル ダガー,1,鍛冶,鍛冶_6.0,ミスリルインゴット/コットンの布束
オリハルコン ダガー,1,鍛冶,鍛冶_7.0,オリハルコンインゴット/コットンの布束
カッパー クリス,1,鍛冶,鍛冶_20.0,カッパーインゴットx2/コットンの布束
ブロンズ クリス,1,鍛冶,鍛冶_21.0,ブロンズインゴットx2/コットンの布束
アイアン クリス,1,鍛冶,鍛冶_22.0,アイアンインゴットx2/コットンの布束
スチール クリス,1,鍛冶,鍛冶_23.0,スチールインゴットx2/コットンの布束
シルバー クリス,1,鍛冶,鍛冶_24.0,シルバーインゴットx2/コットンの布束
ゴールド クリス,1,鍛冶,鍛冶_25.0,ゴールドインゴットx2/コットンの布束
ミスリル クリス,1,鍛冶,鍛冶_26.0,ミスリルインゴットx2/コットンの布束
オリハルコン クリス,1,鍛冶,鍛冶_27.0,オリハルコンインゴットx2/コットンの布束
カッパー ショート スピア,1,鍛冶,鍛冶_30.0,カッパーインゴットx2/鉄の棒/動物のなめし革
ブロンズ ショート スピア,1,鍛冶,鍛冶_31.0,ブロンズインゴットx2/鉄の棒/動物のなめし革
アイアン ショート スピア,1,鍛冶,鍛冶_32.0,アイアンインゴットx2/鉄の棒/動物のなめし革
スチール ショート スピア,1,鍛冶,鍛冶_33.0,スチールインゴットx2/鉄の棒/動物のなめし革
シルバー ショート スピア,1,鍛冶,鍛冶_34.0,シルバーインゴットx2/鉄の棒/動物のなめし革
ゴールド ショート スピア,1,鍛冶,鍛冶_35.0,ゴールドインゴットx2/鉄の棒/動物のなめし革
ミスリル ショート スピア,1,鍛冶,鍛冶_36.0,ミスリルインゴットx2/鉄の棒/動物のなめし革
オリハルコン ショート スピア,1,鍛冶,鍛冶_37.0,オリハルコンインゴットx2/鉄の棒/動物のなめし革
カッパー レイピア,1,鍛冶,鍛冶_40.0,カッパーインゴットx4/コットンの布束
ブロンズ レイピア,1,鍛冶,鍛冶_41.0,ブロンズインゴットx4/コットンの布束
アイアン レイピア,1,鍛冶,鍛冶_42.0,アイアンインゴットx4/コットンの布束
スチール レイピア,1,鍛冶,鍛冶_43.0,スチールインゴットx4/コットンの布束
シルバー レイピア,1,鍛冶,鍛冶_44.0,シルバーインゴットx4/コットンの布束
ゴールド レイピア,1,鍛冶,鍛冶_45.0,ゴールドインゴットx4/コットンの布束
ミスリル レイピア,1,鍛冶,鍛冶_46.0,ミスリルインゴットx4/コットンの布束
オリハルコン レイピア,1,鍛冶,鍛冶_47.0,オリハルコンインゴットx4/コットンの布束
カッパー スピア,1,鍛冶,鍛冶_50.0,カッパーインゴットx5/鉄の棒/動物のなめし革
ブロンズ スピア,1,鍛冶,鍛冶_51.0,ブロンズインゴットx5/鉄の棒/動物のなめし革
アイアン スピア,1,鍛冶,鍛冶_52.0,アイアンインゴットx5/鉄の棒/動物のなめし革
スチール スピア,1,鍛冶,鍛冶_53.0,スチールインゴットx5/鉄の棒/動物のなめし革
シルバー スピア,1,鍛冶,鍛冶_54.0,シルバーインゴットx5/鉄の棒/動物のなめし革
ゴールド スピア,1,鍛冶,鍛冶_55.0,ゴールドインゴットx5/鉄の棒/動物のなめし革
ミスリル スピア,1,鍛冶,鍛冶_56.0,ミスリルインゴットx5/鉄の棒/動物のなめし革
オリハルコン スピア,1,鍛冶,鍛冶_57.0,オリハルコンインゴットx5/鉄の棒/動物のなめし革
カッパー バトル フォーク,1,鍛冶,鍛冶_60.0,カッパーインゴットx7/コットンの布束
ブロンズ バトル フォーク,1,鍛冶,鍛冶_61.0,ブロンズインゴットx7/コットンの布束
アイアン バトル フォーク,1,鍛冶,鍛冶_62.0,アイアンインゴットx7/コットンの布束
スチール バトル フォーク,1,鍛冶,鍛冶_63.0,スチールインゴットx7/コットンの布束
シルバー バトル フォーク,1,鍛冶,鍛冶_64.0,シルバーインゴットx7/コットンの布束
ゴールド バトル フォーク,1,鍛冶,鍛冶_65.0,ゴールドインゴットx7/コットンの布束
ミスリル バトル フォーク,1,鍛冶,鍛冶_66.0,ミスリルインゴットx7/コットンの布束
オリハルコン バトル フォーク,1,鍛冶,鍛冶_67.0,オリハルコンインゴットx7/コットンの布束
マジカル フィニュ ランス,1,鍛冶,鍛冶_70.0,アイアンインゴットx2/ゴールドインゴットx2/愛の珠/シルクの布束x2/ストラップx2/ピュア ノア キューブx10,※要レシピ/<a href='http://moewiki.usamimi.info/index.php?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#recipe' target='_blank'>魔法少女フィニュを救え！</a>
カッパー トライデント,1,鍛冶,鍛冶_70.0,カッパーインゴットx10/鉄の棒/動物のなめし革
ブロンズ トライデント,1,鍛冶,鍛冶_71.0,ブロンズインゴットx10/鉄の棒/動物のなめし革
アイアン トライデント,1,鍛冶,鍛冶_72.0,アイアンインゴットx10/鉄の棒/動物のなめし革
スチール トライデント,1,鍛冶,鍛冶_73.0,スチールインゴットx10/鉄の棒/動物のなめし革
シルバー トライデント,1,鍛冶,鍛冶_74.0,シルバーインゴットx10/鉄の棒/動物のなめし革
ゴールド トライデント,1,鍛冶,鍛冶_75.0,ゴールドインゴットx10/鉄の棒/動物のなめし革
ミスリル トライデント,1,鍛冶,鍛冶_76.0,ミスリルインゴットx10/鉄の棒/動物のなめし革
オリハルコン トライデント,1,鍛冶,鍛冶_77.0,オリハルコンインゴットx10/鉄の棒/動物のなめし革
カッパー ナギナタ,1,鍛冶,鍛冶_70.0,カッパーインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
ブロンズ ナギナタ,1,鍛冶,鍛冶_71.0,ブロンズインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
アイアン ナギナタ,1,鍛冶,鍛冶_72.0,アイアンインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
スチール ナギナタ,1,鍛冶,鍛冶_73.0,スチールインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
シルバー ナギナタ,1,鍛冶,鍛冶_74.0,シルバーインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
ゴールド ナギナタ,1,鍛冶,鍛冶_75.0,ゴールドインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
ミスリル ナギナタ,1,鍛冶,鍛冶_76.0,ミスリルインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
オリハルコン ナギナタ,1,鍛冶,鍛冶_77.0,オリハルコンインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ ヤマト,※要レシピ(サスールから来た男)
カオス スピア,1,鍛冶,鍛冶_70.0,カオスインゴットx2/カオスのなめし革
カッパー ランス,1,鍛冶,鍛冶_80.0,カッパーインゴットx12/鉄の棒/動物のなめし革
ブロンズ ランス,1,鍛冶,鍛冶_81.0,ブロンズインゴットx12/鉄の棒/動物のなめし革
アイアン ランス,1,鍛冶,鍛冶_82.0,アイアンインゴットx12/鉄の棒/動物のなめし革
スチール ランス,1,鍛冶,鍛冶_83.0,スチールインゴットx12/鉄の棒/動物のなめし革
シルバー ランス,1,鍛冶,鍛冶_84.0,シルバーインゴットx12/鉄の棒/動物のなめし革
ゴールド ランス,1,鍛冶,鍛冶_85.0,ゴールドインゴットx12/鉄の棒/動物のなめし革
ミスリル ランス,1,鍛冶,鍛冶_86.0,ミスリルインゴットx12/鉄の棒/動物のなめし革
オリハルコン ランス,1,鍛冶,鍛冶_87.0,オリハルコンインゴットx12/鉄の棒/動物のなめし革
カッパー パイク,1,鍛冶,鍛冶_80.0,カッパーインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
ブロンズ パイク,1,鍛冶,鍛冶_81.0,ブロンズインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
アイアン パイク,1,鍛冶,鍛冶_82.0,アイアンインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
スチール パイク,1,鍛冶,鍛冶_83.0,スチールインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
シルバー パイク,1,鍛冶,鍛冶_84.0,シルバーインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
ゴールド パイク,1,鍛冶,鍛冶_85.0,ゴールドインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
ミスリル パイク,1,鍛冶,鍛冶_86.0,ミスリルインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
オリハルコン パイク,1,鍛冶,鍛冶_87.0,オリハルコンインゴットx7/鉄の棒x12/合成繊維シート,※要レシピ(鍛冶屋の親父の死)
カッパー ハルバード,1,鍛冶,鍛冶_80.0,カッパーインゴットx9/鉄の棒x7/合成繊維シート
ブロンズ ハルバード,1,鍛冶,鍛冶_81.0,ブロンズインゴットx9/鉄の棒x7/合成繊維シート
アイアン ハルバード,1,鍛冶,鍛冶_82.0,アイアンインゴットx9/鉄の棒x7/合成繊維シート
スチール ハルバード,1,鍛冶,鍛冶_83.0,スチールインゴットx9/鉄の棒x7/合成繊維シート
シルバー ハルバード,1,鍛冶,鍛冶_84.0,シルバーインゴットx9/鉄の棒x7/合成繊維シート
ゴールド ハルバード,1,鍛冶,鍛冶_85.0,ゴールドインゴットx9/鉄の棒x7/合成繊維シート
ミスリル ハルバード,1,鍛冶,鍛冶_86.0,ミスリルインゴットx9/鉄の棒x7/合成繊維シート
オリハルコン ハルバード,1,鍛冶,鍛冶_87.0,オリハルコンインゴットx9/鉄の棒x7/合成繊維シート
偃月刀,1,鍛冶,鍛冶_80.0,スチールインゴットx6/鉄の棒x10/金箔x2/動物のなめし革/綿の糸x3/ソウル オブ シルクロード,,2
ツイスト ランス,1,鍛冶,鍛冶_80.0,スチールインゴットx8/鉄の棒x4/動物のなめし革/ゴールドインゴット,※要レシピ (鍛冶屋の親父の死)
方天戟,1,鍛冶,鍛冶_86.0,スチールインゴットx6/ゴールドインゴット/ソウル オブ シルクロード/合成繊維シート/鉄の棒x6
カッパー エレメント スピア,1,鍛冶,鍛冶_90.0,カッパーインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
ブロンズ エレメント スピア,1,鍛冶,鍛冶_91.0,ブロンズインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
アイアン エレメント スピア,1,鍛冶,鍛冶_92.0,アイアンインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
スチール エレメント スピア,1,鍛冶,鍛冶_93.0,スチールインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
シルバー エレメント スピア,1,鍛冶,鍛冶_94.0,シルバーインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
ゴールド エレメント スピア,1,鍛冶,鍛冶_95.0,ゴールドインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
ミスリル エレメント スピア,1,鍛冶,鍛冶_96.0,ミスリルインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
オリハルコン エレメント スピア,1,鍛冶,鍛冶_97.0,オリハルコンインゴットx9/金物ヤスリ/金箔x2/サファイアx2/合成繊維シート,※要レシピ(古文書解読)
セレモニアル ランス,1,鍛冶,鍛冶_90.0,シルバーインゴットx13/金属繊維/鉄の棒/ソウル オブ エキゾチシズム,※要レシピ(鍛冶屋の親父の死)
ゴールドフェザー スピア,1,鍛冶,鍛冶_90.0,ゴールドインゴットx9/合成繊維シート/鉄の棒x7/純白の羽根x10,※要レシピ(もえガチャ)
鍛冶-武器-棍棒
カッパー メイス,1,鍛冶,鍛冶_30.0,カッパーインゴットx3/コットンの布束
ブロンズ メイス,1,鍛冶,鍛冶_31.0,ブロンズインゴットx3/コットンの布束
アイアン メイス,1,鍛冶,鍛冶_32.0,アイアンインゴットx3/コットンの布束
スチール メイス,1,鍛冶,鍛冶_33.0,スチールインゴットx3/コットンの布束
シルバー メイス,1,鍛冶,鍛冶_34.0,シルバーインゴットx3/コットンの布束
ゴールド メイス,1,鍛冶,鍛冶_35.0,ゴールドインゴットx3/コットンの布束
ミスリル メイス,1,鍛冶,鍛冶_36.0,ミスリルインゴットx3/コットンの布束
オリハルコン メイス,1,鍛冶,鍛冶_37.0,オリハルコンインゴットx3/コットンの布束
火の珠,1,精錬,鍛冶_30.0,火のコインx25
氷の珠,1,精錬,鍛冶_30.0,水のコインx25
地の珠,1,精錬,鍛冶_30.0,地のコインx25
風の珠,1,精錬,鍛冶_30.0,風のコインx25
光の珠,1,精錬,鍛冶_30.0,光のコインx25
闇の珠,1,精錬,鍛冶_30.0,闇のコインx25
沌の珠,1,精錬,鍛冶_30.0,沌のコインx25
カッパー ヘビー メイス,1,鍛冶,鍛冶_50.0,カッパーインゴットx6/動物のなめし革
ブロンズ ヘビー メイス,1,鍛冶,鍛冶_51.0,ブロンズインゴットx6/動物のなめし革
アイアン ヘビー メイス,1,鍛冶,鍛冶_52.0,アイアンインゴットx6/動物のなめし革
スチール ヘビー メイス,1,鍛冶,鍛冶_53.0,スチールインゴットx6/動物のなめし革
シルバー ヘビー メイス,1,鍛冶,鍛冶_54.0,シルバーインゴットx6/動物のなめし革
ゴールド ヘビー メイス,1,鍛冶,鍛冶_55.0,ゴールドインゴットx6/動物のなめし革
ミスリル ヘビー メイス,1,鍛冶,鍛冶_56.0,ミスリルインゴットx6/動物のなめし革
オリハルコン ヘビー メイス,1,鍛冶,鍛冶_57.0,オリハルコンインゴットx6/動物のなめし革
ムーン ワンド,1,鍛冶,鍛冶_50.0,ゴールドインゴットx8/ミスリルインゴットx1/ムーンストーンx1,※要レシピ(鍛冶屋の親父の死)
マジカル フィニュ ステッキ,1,鍛冶,鍛冶_50.0,アイアンインゴットx2/ゴールドインゴットx2/愛の珠/シルクの布束x2/ストラップx2/ピュア ノア キューブx10,※要レシピ/<a href='http://moewiki.usamimi.info/index.php?%A5%AF%A5%A8%A5%B9%A5%C8%2F%C6%C3%BC%EC%A5%EC%A5%B7%A5%D4#recipe' target='_blank'>魔法少女フィニュを救え！</a>
ウイング ハンマー,1,鍛冶,鍛冶_60.0,シルバーインゴットx2/鉄の棒x3/シルバー プレートベースx3/タルタロッサの羽根x60,※要レシピ(古文書解読)
カッパー ウォーハンマー,1,鍛冶,鍛冶_60.0,カッパーインゴットx7/動物のなめし革/鉄の棒
ブロンズ ウォーハンマー,1,鍛冶,鍛冶_61.0,ブロンズインゴットx7/動物のなめし革/鉄の棒
